stationen,ort,jahr,niederschlag,lat,lon
COL,Coldrerio,2021,1613.6,45.85,9
COL,Coldrerio,2022,716.4,45.85,9
TICOL,Colla,2007,1545.4,46.1,9.05
TICOL,Colla,2008,2955.8,46.1,9.05
TICOL,Colla,2009,2033.4,46.1,9.05
TICOL,Colla,2010,2100.4,46.1,9.05
TICOL,Colla,2011,1588.2,46.1,9.05
TICOL,Colla,2012,1767.2,46.1,9.05
TICOL,Colla,2013,2133.2,46.1,9.05
TICOL,Colla,2014,2562.2,46.1,9.05
TICOL,Colla,2015,1359.4,46.1,9.05
TICOL,Colla,2016,1504.8,46.1,9.05
TICOL,Colla,2017,,46.1,9.05
TICOL,Colla,2018,1593.6,46.1,9.05
TICOL,Colla,2019,2050,46.1,9.05
TICOL,Colla,2020,1769.4,46.1,9.05
TICOL,Colla,2021,1627,46.1,9.05
TICOL,Colla,2022,1336,46.1,9.05
COG,Combe-Garot,1946,1330.3,46.96666667,6.8
COG,Combe-Garot,1947,1184.7,46.96666667,6.8
COG,Combe-Garot,1948,1359.3,46.96666667,6.8
COG,Combe-Garot,1949,890.9,46.96666667,6.8
COG,Combe-Garot,1950,1699.7,46.96666667,6.8
COG,Combe-Garot,1951,1491.4,46.96666667,6.8
COG,Combe-Garot,1952,1686.8,46.96666667,6.8
COG,Combe-Garot,1953,922.8,46.96666667,6.8
COG,Combe-Garot,1954,1325.2,46.96666667,6.8
COG,Combe-Garot,1955,1304.1,46.96666667,6.8
COG,Combe-Garot,1956,1240.6,46.96666667,6.8
COG,Combe-Garot,1957,1070,46.96666667,6.8
COG,Combe-Garot,1958,1386.9,46.96666667,6.8
COG,Combe-Garot,1959,1162.9,46.96666667,6.8
COG,Combe-Garot,1960,1309.2,46.96666667,6.8
COG,Combe-Garot,1961,1220.9,46.96666667,6.8
COG,Combe-Garot,1962,1168.8,46.96666667,6.8
COG,Combe-Garot,1963,1192.5,46.96666667,6.8
COG,Combe-Garot,1964,851.8,46.96666667,6.8
COG,Combe-Garot,1965,1668.1,46.96666667,6.8
COG,Combe-Garot,1966,1436,46.96666667,6.8
COG,Combe-Garot,1967,1366.8,46.96666667,6.8
COG,Combe-Garot,1968,1515.3,46.96666667,6.8
COG,Combe-Garot,1969,1254.4,46.96666667,6.8
COG,Combe-Garot,1970,1697.4,46.96666667,6.8
COG,Combe-Garot,1971,962.3,46.96666667,6.8
COG,Combe-Garot,1972,1100.8,46.96666667,6.8
COG,Combe-Garot,1973,1039.7,46.96666667,6.8
COG,Combe-Garot,1974,1460.4,46.96666667,6.8
COG,Combe-Garot,1975,1190.6,46.96666667,6.8
COG,Combe-Garot,1976,953.4,46.96666667,6.8
COG,Combe-Garot,1977,1530.1,46.96666667,6.8
COG,Combe-Garot,1978,1233.5,46.96666667,6.8
COG,Combe-Garot,1979,1240.7,46.96666667,6.8
COG,Combe-Garot,1980,1216,46.96666667,6.8
COG,Combe-Garot,1981,1433,46.96666667,6.8
COG,Combe-Garot,1982,1331.6,46.96666667,6.8
COG,Combe-Garot,1983,1373.7,46.96666667,6.8
COG,Combe-Garot,1984,1204.2,46.96666667,6.8
COG,Combe-Garot,1985,979.3,46.96666667,6.8
COG,Combe-Garot,1986,1258.4,46.96666667,6.8
COG,Combe-Garot,1987,1540.9,46.96666667,6.8
COG,Combe-Garot,1988,1481.1,46.96666667,6.8
COG,Combe-Garot,1989,840.5,46.96666667,6.8
COG,Combe-Garot,1990,1297.1,46.96666667,6.8
COG,Combe-Garot,1991,1069.8,46.96666667,6.8
COG,Combe-Garot,1992,1288.5,46.96666667,6.8
COG,Combe-Garot,1993,1344.6,46.96666667,6.8
COG,Combe-Garot,1994,1318.4,46.96666667,6.8
COG,Combe-Garot,1995,1534.8,46.96666667,6.8
COG,Combe-Garot,1996,1093.3,46.96666667,6.8
COG,Combe-Garot,1997,1225.6,46.96666667,6.8
COG,Combe-Garot,1998,1167.9,46.96666667,6.8
COG,Combe-Garot,1999,1471.5,46.96666667,6.8
COG,Combe-Garot,2000,1266.9,46.96666667,6.8
COG,Combe-Garot,2001,1521.6,46.96666667,6.8
COG,Combe-Garot,2002,1465.8,46.96666667,6.8
COG,Combe-Garot,2003,967.8,46.96666667,6.8
COG,Combe-Garot,2004,1201.1,46.96666667,6.8
COG,Combe-Garot,2005,927.9,46.96666667,6.8
COG,Combe-Garot,2006,1377.2,46.96666667,6.8
COG,Combe-Garot,2007,1464.4,46.96666667,6.8
COG,Combe-Garot,2008,1202.1,46.96666667,6.8
COG,Combe-Garot,2009,1038.5,46.96666667,6.8
COG,Combe-Garot,2010,964.9,46.96666667,6.8
COG,Combe-Garot,2011,983.4,46.96666667,6.8
COG,Combe-Garot,2012,1633.9,46.96666667,6.8
COG,Combe-Garot,2013,1632.5,46.96666667,6.8
COG,Combe-Garot,2014,1345.2,46.96666667,6.8
COG,Combe-Garot,2015,1245.2,46.96666667,6.8
COG,Combe-Garot,2016,1442.9,46.96666667,6.8
COG,Combe-Garot,2017,1103.7,46.96666667,6.8
COG,Combe-Garot,2018,1239.1,46.96666667,6.8
COG,Combe-Garot,2019,1357.3,46.96666667,6.8
COG,Combe-Garot,2020,1223.6,46.96666667,6.8
COG,Combe-Garot,2021,1479.9,46.96666667,6.8
COG,Combe-Garot,2022,1080.2,46.96666667,6.8
CPS,Compesières,1961,827.3,46.15,6.116666667
CPS,Compesières,1962,770.5,46.15,6.116666667
CPS,Compesières,1963,1038.3,46.15,6.116666667
CPS,Compesières,1964,772.7,46.15,6.116666667
CPS,Compesières,1965,1185.3,46.15,6.116666667
CPS,Compesières,1966,895.2,46.15,6.116666667
CPS,Compesières,1967,857.4,46.15,6.116666667
CPS,Compesières,1968,1157.2,46.15,6.116666667
CPS,Compesières,1969,924.7,46.15,6.116666667
CPS,Compesières,1970,954.2,46.15,6.116666667
CPS,Compesières,1971,632.7,46.15,6.116666667
CPS,Compesières,1972,645.6,46.15,6.116666667
CPS,Compesières,1973,734.8,46.15,6.116666667
COC,Corcelles-sur-Chavornay,1930,1134.2,46.7,6.6
COC,Corcelles-sur-Chavornay,1931,1057,46.7,6.6
COC,Corcelles-sur-Chavornay,1932,890.7,46.7,6.6
COC,Corcelles-sur-Chavornay,1933,850.9,46.7,6.6
COC,Corcelles-sur-Chavornay,1934,865,46.7,6.6
COC,Corcelles-sur-Chavornay,1935,1208,46.7,6.6
COC,Corcelles-sur-Chavornay,1936,1033.5,46.7,6.6
COC,Corcelles-sur-Chavornay,1937,1088.8,46.7,6.6
COC,Corcelles-sur-Chavornay,1938,851.7,46.7,6.6
COC,Corcelles-sur-Chavornay,1939,1277.1,46.7,6.6
COC,Corcelles-sur-Chavornay,1940,1108.8,46.7,6.6
COC,Corcelles-sur-Chavornay,1941,877.4,46.7,6.6
COC,Corcelles-sur-Chavornay,1942,847.5,46.7,6.6
COC,Corcelles-sur-Chavornay,1943,938.3,46.7,6.6
COC,Corcelles-sur-Chavornay,1944,1037.9,46.7,6.6
COC,Corcelles-sur-Chavornay,1945,722.8,46.7,6.6
COC,Corcelles-sur-Chavornay,1946,955.1,46.7,6.6
COC,Corcelles-sur-Chavornay,1947,864.4,46.7,6.6
COC,Corcelles-sur-Chavornay,1948,969.6,46.7,6.6
COC,Corcelles-sur-Chavornay,1949,703.7,46.7,6.6
COC,Corcelles-sur-Chavornay,1950,1134.7,46.7,6.6
COC,Corcelles-sur-Chavornay,1951,1175.6,46.7,6.6
COC,Corcelles-sur-Chavornay,1952,1269.7,46.7,6.6
COC,Corcelles-sur-Chavornay,1953,718.5,46.7,6.6
COC,Corcelles-sur-Chavornay,1954,1136.4,46.7,6.6
COC,Corcelles-sur-Chavornay,1955,1091.1,46.7,6.6
COC,Corcelles-sur-Chavornay,1956,1063.6,46.7,6.6
COC,Corcelles-sur-Chavornay,1957,852.7,46.7,6.6
COC,Corcelles-sur-Chavornay,1958,1080.2,46.7,6.6
COC,Corcelles-sur-Chavornay,1959,856.1,46.7,6.6
COC,Corcelles-sur-Chavornay,1960,1139,46.7,6.6
COC,Corcelles-sur-Chavornay,1961,933.6,46.7,6.6
COC,Corcelles-sur-Chavornay,1962,884.8,46.7,6.6
COC,Corcelles-sur-Chavornay,1963,1018.7,46.7,6.6
COC,Corcelles-sur-Chavornay,1964,669.7,46.7,6.6
COC,Corcelles-sur-Chavornay,1965,1230.5,46.7,6.6
COC,Corcelles-sur-Chavornay,1966,952.5,46.7,6.6
COC,Corcelles-sur-Chavornay,1967,862.7,46.7,6.6
COC,Corcelles-sur-Chavornay,1968,1042.9,46.7,6.6
COC,Corcelles-sur-Chavornay,1969,791.9,46.7,6.6
COC,Corcelles-sur-Chavornay,1970,975.6,46.7,6.6
COC,Corcelles-sur-Chavornay,1971,712.3,46.7,6.6
COC,Corcelles-sur-Chavornay,1972,602,46.7,6.6
COC,Corcelles-sur-Chavornay,1973,697,46.7,6.6
COC,Corcelles-sur-Chavornay,1974,911.2,46.7,6.6
COC,Corcelles-sur-Chavornay,1975,923.2,46.7,6.6
COC,Corcelles-sur-Chavornay,1976,740.5,46.7,6.6
COC,Corcelles-sur-Chavornay,1977,1100.5,46.7,6.6
COC,Corcelles-sur-Chavornay,1978,996.7,46.7,6.6
COC,Corcelles-sur-Chavornay,1979,930.9,46.7,6.6
COC,Corcelles-sur-Chavornay,1980,1034.7,46.7,6.6
COC,Corcelles-sur-Chavornay,1981,1046.3,46.7,6.6
COC,Corcelles-sur-Chavornay,1982,1084.4,46.7,6.6
COC,Corcelles-sur-Chavornay,1983,1045.8,46.7,6.6
COC,Corcelles-sur-Chavornay,1984,987.4,46.7,6.6
COC,Corcelles-sur-Chavornay,1985,993.7,46.7,6.6
COC,Corcelles-sur-Chavornay,1986,933.6,46.7,6.6
VDCOR,Corcelles-sur-Chavronay,2013,912,46.7,6.6
VDCOR,Corcelles-sur-Chavronay,2014,950.5,46.7,6.6
VDCOR,Corcelles-sur-Chavronay,2015,714.4,46.7,6.6
VDCOR,Corcelles-sur-Chavronay,2016,899.9,46.7,6.6
VDCOR,Corcelles-sur-Chavronay,2017,632.9,46.7,6.6
VDCOR,Corcelles-sur-Chavronay,2018,704.5,46.7,6.6
VDCOR,Corcelles-sur-Chavronay,2019,812.2,46.7,6.6
VDCOR,Corcelles-sur-Chavronay,2020,798.3,46.7,6.6
VDCOR,Corcelles-sur-Chavronay,2021,950.8,46.7,6.6
VDCOR,Corcelles-sur-Chavronay,2022,709.9,46.7,6.6
COS,Cossonay,1930,1091.9,46.61666667,6.5
COS,Cossonay,1931,1063,46.61666667,6.5
COS,Cossonay,1932,847.3,46.61666667,6.5
COS,Cossonay,1933,745.8,46.61666667,6.5
COS,Cossonay,1934,804.3,46.61666667,6.5
COS,Cossonay,1935,1159.6,46.61666667,6.5
COS,Cossonay,1936,1078.6,46.61666667,6.5
COS,Cossonay,1937,1102.3,46.61666667,6.5
COS,Cossonay,1938,764.5,46.61666667,6.5
COS,Cossonay,1939,1178.3,46.61666667,6.5
COS,Cossonay,1940,1001,46.61666667,6.5
COS,Cossonay,1941,858.4,46.61666667,6.5
COS,Cossonay,1942,751,46.61666667,6.5
COS,Cossonay,1943,787,46.61666667,6.5
COS,Cossonay,1944,966.4,46.61666667,6.5
COS,Cossonay,1945,704.7,46.61666667,6.5
COS,Cossonay,1946,906.1,46.61666667,6.5
COS,Cossonay,1947,775.1,46.61666667,6.5
COS,Cossonay,1948,912.1,46.61666667,6.5
COS,Cossonay,1949,630.5,46.61666667,6.5
COS,Cossonay,1950,1105.4,46.61666667,6.5
COS,Cossonay,1951,1031.8,46.61666667,6.5
COS,Cossonay,1952,1159.6,46.61666667,6.5
COS,Cossonay,1953,721,46.61666667,6.5
COS,Cossonay,1954,1115,46.61666667,6.5
COS,Cossonay,1955,1027.3,46.61666667,6.5
COS,Cossonay,1956,1060.8,46.61666667,6.5
COS,Cossonay,1957,764.6,46.61666667,6.5
COS,Cossonay,1958,1075.4,46.61666667,6.5
COS,Cossonay,1959,890.6,46.61666667,6.5
COS,Cossonay,1960,1238.4,46.61666667,6.5
COS,Cossonay,1961,896.2,46.61666667,6.5
COS,Cossonay,1962,853.6,46.61666667,6.5
COS,Cossonay,1963,1026.2,46.61666667,6.5
COS,Cossonay,1964,744.1,46.61666667,6.5
COS,Cossonay,1965,1287.8,46.61666667,6.5
COS,Cossonay,1966,1005.9,46.61666667,6.5
COS,Cossonay,1967,965.6,46.61666667,6.5
COS,Cossonay,1968,1103.3,46.61666667,6.5
COS,Cossonay,1969,830.1,46.61666667,6.5
COS,Cossonay,1970,1085.1,46.61666667,6.5
COS,Cossonay,1971,695.8,46.61666667,6.5
COS,Cossonay,1972,694.2,46.61666667,6.5
COS,Cossonay,1973,732.1,46.61666667,6.5
COS,Cossonay,1974,978.4,46.61666667,6.5
COS,Cossonay,1975,943.2,46.61666667,6.5
COS,Cossonay,1976,801.3,46.61666667,6.5
COS,Cossonay,1977,1245.1,46.61666667,6.5
COS,Cossonay,1978,1090.1,46.61666667,6.5
COS,Cossonay,1979,1113.9,46.61666667,6.5
COS,Cossonay,1980,1096.2,46.61666667,6.5
COS,Cossonay,1981,1148.5,46.61666667,6.5
COS,Cossonay,1982,1248.9,46.61666667,6.5
COS,Cossonay,1983,1170.7,46.61666667,6.5
COS,Cossonay,1984,1042.9,46.61666667,6.5
COS,Cossonay,1985,1002.7,46.61666667,6.5
COS,Cossonay,1986,929.9,46.61666667,6.5
COS,Cossonay,1987,957.7,46.61666667,6.5
COS,Cossonay,1988,1076.4,46.61666667,6.5
COS,Cossonay,1989,665.9,46.61666667,6.5
COS,Cossonay,1990,1009.9,46.61666667,6.5
COS,Cossonay,1991,837.4,46.61666667,6.5
COS,Cossonay,1992,998.9,46.61666667,6.5
COS,Cossonay,1993,1034,46.61666667,6.5
COS,Cossonay,1994,953,46.61666667,6.5
COS,Cossonay,1995,1129,46.61666667,6.5
COS,Cossonay,1996,922.5,46.61666667,6.5
COS,Cossonay,1997,891,46.61666667,6.5
COS,Cossonay,1998,846.5,46.61666667,6.5
COS,Cossonay,1999,1100.9,46.61666667,6.5
COS,Cossonay,2000,1001.1,46.61666667,6.5
COS,Cossonay,2001,1240.7,46.61666667,6.5
COS,Cossonay,2002,1109.2,46.61666667,6.5
COS,Cossonay,2003,700.8,46.61666667,6.5
COS,Cossonay,2004,944.3,46.61666667,6.5
COS,Cossonay,2005,706.6,46.61666667,6.5
COS,Cossonay,2006,946.9,46.61666667,6.5
COS,Cossonay,2007,1030,46.61666667,6.5
COS,Cossonay,2008,1032.2,46.61666667,6.5
COS,Cossonay,2009,868.1,46.61666667,6.5
COS,Cossonay,2010,754.1,46.61666667,6.5
COS,Cossonay,2011,729.4,46.61666667,6.5
COS,Cossonay,2012,1075.1,46.61666667,6.5
COS,Cossonay,2013,1209.8,46.61666667,6.5
COS,Cossonay,2014,968.7,46.61666667,6.5
COS,Cossonay,2015,762.8,46.61666667,6.5
COS,Cossonay,2016,1006.6,46.61666667,6.5
COS,Cossonay,2017,756,46.61666667,6.5
COS,Cossonay,2018,822,46.61666667,6.5
COS,Cossonay,2019,1005.7,46.61666667,6.5
COS,Cossonay,2020,913.3,46.61666667,6.5
COS,Cossonay,2021,975.7,46.61666667,6.5
COS,Cossonay,2022,779.6,46.61666667,6.5
COT,Cotterg,1960,952.6,46.08333333,7.216666667
COT,Cotterg,1961,838.7,46.08333333,7.216666667
COT,Cotterg,1962,710.4,46.08333333,7.216666667
COT,Cotterg,1963,750.4,46.08333333,7.216666667
COT,Cotterg,1964,659.4,46.08333333,7.216666667
COY,Courtelary,1930,1511.8,47.18333333,7.083333333
COY,Courtelary,1931,1365.6,47.18333333,7.083333333
COY,Courtelary,1932,1079.9,47.18333333,7.083333333
COY,Courtelary,1933,973.7,47.18333333,7.083333333
COY,Courtelary,1934,986.9,47.18333333,7.083333333
COY,Courtelary,1935,1383.8,47.18333333,7.083333333
COY,Courtelary,1936,1205.2,47.18333333,7.083333333
COY,Courtelary,1937,1301.5,47.18333333,7.083333333
COY,Courtelary,1938,1165.8,47.18333333,7.083333333
COY,Courtelary,1939,1661.8,47.18333333,7.083333333
COY,Courtelary,1940,1424.9,47.18333333,7.083333333
COY,Courtelary,1941,1006.1,47.18333333,7.083333333
COY,Courtelary,1942,1048.8,47.18333333,7.083333333
COY,Courtelary,1943,1019.4,47.18333333,7.083333333
COY,Courtelary,1944,1229.4,47.18333333,7.083333333
COY,Courtelary,1945,983.1,47.18333333,7.083333333
COY,Courtelary,1946,1170,47.18333333,7.083333333
COY,Courtelary,1947,1011.1,47.18333333,7.083333333
COY,Courtelary,1948,1288,47.18333333,7.083333333
COY,Courtelary,1949,848.1,47.18333333,7.083333333
COY,Courtelary,1950,1372.5,47.18333333,7.083333333
COY,Courtelary,1951,1256.4,47.18333333,7.083333333
COY,Courtelary,1952,1679.8,47.18333333,7.083333333
COY,Courtelary,1953,805.9,47.18333333,7.083333333
COY,Courtelary,1954,1322.7,47.18333333,7.083333333
COY,Courtelary,1955,1274.6,47.18333333,7.083333333
COY,Courtelary,1956,1248.1,47.18333333,7.083333333
COY,Courtelary,1957,1237.9,47.18333333,7.083333333
COY,Courtelary,1958,1362.8,47.18333333,7.083333333
COY,Courtelary,1959,1180.3,47.18333333,7.083333333
COY,Courtelary,1960,1272.7,47.18333333,7.083333333
COY,Courtelary,1961,1267.2,47.18333333,7.083333333
COY,Courtelary,1962,1072.6,47.18333333,7.083333333
COY,Courtelary,1963,1280.1,47.18333333,7.083333333
COY,Courtelary,1964,905.7,47.18333333,7.083333333
COY,Courtelary,1965,1666.8,47.18333333,7.083333333
COY,Courtelary,1966,1387.6,47.18333333,7.083333333
COY,Courtelary,1967,1161.3,47.18333333,7.083333333
COY,Courtelary,1968,1439.7,47.18333333,7.083333333
COY,Courtelary,1969,1284.8,47.18333333,7.083333333
COY,Courtelary,1970,1600.3,47.18333333,7.083333333
COY,Courtelary,1971,859.8,47.18333333,7.083333333
COY,Courtelary,1972,960.5,47.18333333,7.083333333
COY,Courtelary,1973,1219.7,47.18333333,7.083333333
COY,Courtelary,1974,1364.7,47.18333333,7.083333333
COY,Courtelary,1975,1155.7,47.18333333,7.083333333
COY,Courtelary,1976,986.5,47.18333333,7.083333333
COY,Courtelary,1977,1652,47.18333333,7.083333333
COY,Courtelary,1978,1290.4,47.18333333,7.083333333
COY,Courtelary,1979,1426.3,47.18333333,7.083333333
COY,Courtelary,1980,1356.7,47.18333333,7.083333333
COY,Courtelary,1981,1685.5,47.18333333,7.083333333
COY,Courtelary,1982,1653.2,47.18333333,7.083333333
COY,Courtelary,1983,1400,47.18333333,7.083333333
COY,Courtelary,1984,1324.9,47.18333333,7.083333333
COY,Courtelary,1985,1108,47.18333333,7.083333333
COY,Courtelary,1986,1351.8,47.18333333,7.083333333
COY,Courtelary,1987,1442.4,47.18333333,7.083333333
COY,Courtelary,1988,1660.9,47.18333333,7.083333333
COY,Courtelary,1989,1060.2,47.18333333,7.083333333
COY,Courtelary,1990,1473.6,47.18333333,7.083333333
COY,Courtelary,1991,1148.7,47.18333333,7.083333333
COY,Courtelary,1992,1438,47.18333333,7.083333333
COY,Courtelary,1993,1374.4,47.18333333,7.083333333
COY,Courtelary,1994,1458.5,47.18333333,7.083333333
COY,Courtelary,1995,1691.2,47.18333333,7.083333333
COY,Courtelary,1996,1139.6,47.18333333,7.083333333
COY,Courtelary,1997,1248.6,47.18333333,7.083333333
COY,Courtelary,1998,1375.4,47.18333333,7.083333333
COY,Courtelary,1999,1748.5,47.18333333,7.083333333
COY,Courtelary,2000,1292.8,47.18333333,7.083333333
COY,Courtelary,2001,1451.3,47.18333333,7.083333333
COY,Courtelary,2002,1497.6,47.18333333,7.083333333
COY,Courtelary,2003,874.3,47.18333333,7.083333333
COY,Courtelary,2004,1293.9,47.18333333,7.083333333
COY,Courtelary,2005,1068.3,47.18333333,7.083333333
COY,Courtelary,2006,1523.4,47.18333333,7.083333333
COY,Courtelary,2007,1799.5,47.18333333,7.083333333
COY,Courtelary,2008,1281.5,47.18333333,7.083333333
COY,Courtelary,2009,1147.4,47.18333333,7.083333333
COY,Courtelary,2010,1165,47.18333333,7.083333333
COY,Courtelary,2011,1096.2,47.18333333,7.083333333
COY,Courtelary,2012,1576.6,47.18333333,7.083333333
COY,Courtelary,2013,1429.7,47.18333333,7.083333333
COY,Courtelary,2014,1207.1,47.18333333,7.083333333
COY,Courtelary,2015,976,47.18333333,7.083333333
COY,Courtelary,2016,1118.6,47.18333333,7.083333333
COY,Courtelary,2017,898.9,47.18333333,7.083333333
COY,Courtelary,2018,1069.1,47.18333333,7.083333333
COY,Courtelary,2019,1081.9,47.18333333,7.083333333
COY,Courtelary,2020,910.6,47.18333333,7.083333333
COY,Courtelary,2021,1223.1,47.18333333,7.083333333
COY,Courtelary,2022,933.8,47.18333333,7.083333333
COP,Courtepin,1972,852.2,46.86666667,7.133333333
COP,Courtepin,1973,970.7,46.86666667,7.133333333
COP,Courtepin,1974,1028.2,46.86666667,7.133333333
COP,Courtepin,1975,906.8,46.86666667,7.133333333
COP,Courtepin,1976,707.2,46.86666667,7.133333333
COP,Courtepin,1977,1276.5,46.86666667,7.133333333
COP,Courtepin,1978,1052.9,46.86666667,7.133333333
COP,Courtepin,1979,1184,46.86666667,7.133333333
COP,Courtepin,1980,1112.9,46.86666667,7.133333333
COP,Courtepin,1981,1097.2,46.86666667,7.133333333
COP,Courtepin,1982,1260.6,46.86666667,7.133333333
COP,Courtepin,1983,1031.9,46.86666667,7.133333333
COP,Courtepin,1984,1115.8,46.86666667,7.133333333
COP,Courtepin,1985,1078.3,46.86666667,7.133333333
COP,Courtepin,1986,1245.7,46.86666667,7.133333333
COP,Courtepin,1987,1240.4,46.86666667,7.133333333
COP,Courtepin,1988,1161.7,46.86666667,7.133333333
COP,Courtepin,1989,693.3,46.86666667,7.133333333
COP,Courtepin,1990,1169.2,46.86666667,7.133333333
COP,Courtepin,1991,905.3,46.86666667,7.133333333
COP,Courtepin,1992,1056.7,46.86666667,7.133333333
COP,Courtepin,1993,1013.1,46.86666667,7.133333333
COP,Courtepin,1994,1129.5,46.86666667,7.133333333
COP,Courtepin,1995,1248.7,46.86666667,7.133333333
COP,Courtepin,1996,965.9,46.86666667,7.133333333
COP,Courtepin,1997,911,46.86666667,7.133333333
COP,Courtepin,1998,911.8,46.86666667,7.133333333
COP,Courtepin,1999,1285.2,46.86666667,7.133333333
COP,Courtepin,2000,1099.7,46.86666667,7.133333333
COP,Courtepin,2001,1288.3,46.86666667,7.133333333
COP,Courtepin,2002,1200.8,46.86666667,7.133333333
COP,Courtepin,2003,692.5,46.86666667,7.133333333
COP,Courtepin,2004,985.8,46.86666667,7.133333333
COP,Courtepin,2005,872,46.86666667,7.133333333
COP,Courtepin,2006,1170.4,46.86666667,7.133333333
COP,Courtepin,2007,1185.3,46.86666667,7.133333333
COP,Courtepin,2008,1079.3,46.86666667,7.133333333
COP,Courtepin,2009,945.2,46.86666667,7.133333333
COP,Courtepin,2010,829.6,46.86666667,7.133333333
COP,Courtepin,2011,762.2,46.86666667,7.133333333
COP,Courtepin,2012,1224.8,46.86666667,7.133333333
COP,Courtepin,2013,1168.5,46.86666667,7.133333333
COP,Courtepin,2014,1131.8,46.86666667,7.133333333
COP,Courtepin,2015,760.1,46.86666667,7.133333333
COP,Courtepin,2016,1272.6,46.86666667,7.133333333
COP,Courtepin,2017,894.1,46.86666667,7.133333333
COP,Courtepin,2018,862.7,46.86666667,7.133333333
COP,Courtepin,2019,1009.2,46.86666667,7.133333333
COP,Courtepin,2020,1083.2,46.86666667,7.133333333
COP,Courtepin,2021,1123.3,46.86666667,7.133333333
COP,Courtepin,2022,909.6,46.86666667,7.133333333
COU,Couvet,1930,1634.5,46.93333333,6.666666667
COU,Couvet,1931,1489.7,46.93333333,6.666666667
COU,Couvet,1932,1274,46.93333333,6.666666667
COU,Couvet,1933,1058,46.93333333,6.666666667
COU,Couvet,1934,1060.5,46.93333333,6.666666667
COU,Couvet,1935,1514.2,46.93333333,6.666666667
COU,Couvet,1936,1408.2,46.93333333,6.666666667
COU,Couvet,1937,1465.3,46.93333333,6.666666667
COU,Couvet,1938,1162.7,46.93333333,6.666666667
COU,Couvet,1939,1623.6,46.93333333,6.666666667
COU,Couvet,1940,1392.3,46.93333333,6.666666667
COU,Couvet,1941,1066.5,46.93333333,6.666666667
COU,Couvet,1942,1216.5,46.93333333,6.666666667
COU,Couvet,1943,1074.8,46.93333333,6.666666667
COU,Couvet,1944,1364.6,46.93333333,6.666666667
COU,Couvet,1945,1033,46.93333333,6.666666667
COU,Couvet,1946,1230.5,46.93333333,6.666666667
COU,Couvet,1947,1224.3,46.93333333,6.666666667
COU,Couvet,1948,1319.5,46.93333333,6.666666667
COU,Couvet,1949,840,46.93333333,6.666666667
COU,Couvet,1950,1568.4,46.93333333,6.666666667
COU,Couvet,1951,1415.2,46.93333333,6.666666667
COU,Couvet,1952,1570.7,46.93333333,6.666666667
COU,Couvet,1953,966.2,46.93333333,6.666666667
COU,Couvet,1954,1366.1,46.93333333,6.666666667
COU,Couvet,1955,1279.7,46.93333333,6.666666667
COU,Couvet,1956,1262.5,46.93333333,6.666666667
COU,Couvet,1957,1165.5,46.93333333,6.666666667
COU,Couvet,1958,1467.1,46.93333333,6.666666667
COU,Couvet,1959,1116.6,46.93333333,6.666666667
COU,Couvet,1960,1295.6,46.93333333,6.666666667
COU,Couvet,1961,1204.1,46.93333333,6.666666667
COU,Couvet,1962,1136.2,46.93333333,6.666666667
COU,Couvet,1963,1247.8,46.93333333,6.666666667
COU,Couvet,1964,863.5,46.93333333,6.666666667
COU,Couvet,1965,1627.3,46.93333333,6.666666667
COU,Couvet,1966,1363.1,46.93333333,6.666666667
COU,Couvet,1967,1322.4,46.93333333,6.666666667
COU,Couvet,1968,1467.5,46.93333333,6.666666667
COU,Couvet,1969,1231.4,46.93333333,6.666666667
COU,Couvet,1970,1601.6,46.93333333,6.666666667
COU,Couvet,1971,943.9,46.93333333,6.666666667
COU,Couvet,1972,1043.7,46.93333333,6.666666667
COU,Couvet,1973,1104.2,46.93333333,6.666666667
COU,Couvet,1974,1334.8,46.93333333,6.666666667
COU,Couvet,1975,1174.5,46.93333333,6.666666667
COU,Couvet,1976,905.5,46.93333333,6.666666667
COU,Couvet,1977,1671.7,46.93333333,6.666666667
COU,Couvet,1978,1370.4,46.93333333,6.666666667
COU,Couvet,1979,1419.8,46.93333333,6.666666667
COU,Couvet,1980,1409,46.93333333,6.666666667
COU,Couvet,1981,1469.8,46.93333333,6.666666667
COU,Couvet,1982,1477.7,46.93333333,6.666666667
COU,Couvet,1983,1536.4,46.93333333,6.666666667
COU,Couvet,1984,1206,46.93333333,6.666666667
COU,Couvet,1985,1048.3,46.93333333,6.666666667
COU,Couvet,1986,1366.4,46.93333333,6.666666667
COU,Couvet,1987,1547.5,46.93333333,6.666666667
COU,Couvet,1988,1563.7,46.93333333,6.666666667
COU,Couvet,1989,883.4,46.93333333,6.666666667
COU,Couvet,1990,1468,46.93333333,6.666666667
COU,Couvet,1991,1117.7,46.93333333,6.666666667
COU,Couvet,1992,1344.9,46.93333333,6.666666667
COU,Couvet,1993,1380.6,46.93333333,6.666666667
COU,Couvet,1994,1322,46.93333333,6.666666667
COU,Couvet,1995,1641.9,46.93333333,6.666666667
COU,Couvet,1996,1145.1,46.93333333,6.666666667
COU,Couvet,1997,1218.1,46.93333333,6.666666667
COU,Couvet,1998,1209.5,46.93333333,6.666666667
COU,Couvet,1999,1655.9,46.93333333,6.666666667
COU,Couvet,2000,1360.2,46.93333333,6.666666667
COU,Couvet,2001,1582.1,46.93333333,6.666666667
COU,Couvet,2002,1466.3,46.93333333,6.666666667
