art,datum,detail,ort,latitude,longitude
Sturzflut 3,04.09.1936,Sturzflut bei Schüpfheim (LU) und Escholzmatt (LU),Schüpfheim,46.9517174,8.017953
Sturzflut 1,16.08.1936,Sturzflut im Suldtal (BE),Suldtal,46.62224231,7.766133009
Sturzflut 1,16.08.1936,Sturzflut bei Rolle (VD) und Aubonne (VD),Rolle (VD),46.4601563,6.3380469
Hochwasser,15.07.1936,Hochwasser am Bodensee Steckborn +5.30m,Steckborn,47.6653429,8.9815246
Sturzflut 1,12.01.1936,Starkregen in der Nordostschweiz mit Hochwasser der Thur,Nordostschweiz,47.58507871,9.165618472
Hochwasser,28.10.1935,Starkregen in den Alpen und Hochwasser am Sarnersee (OW),Sarnersee,46.8677372,8.2164418
Hochwasser,04.10.1935,Starker Dauerregen im Tessin,Tessin,46.3351913,8.7525902
Hochwasser,30.09.1935,Starker Gewitterregen in der Westschweiz,Westschweiz,46.57714235,6.446213791
Hochwasser,05.07.1935,Hochwasser am Bodensee Berlingen +5.31m,Bodensee,47.5170476,9.505267395
Sturzflut 2,03.07.1935,Sturzflut bei Lachen (SZ),Lachen,47.1923827,8.8523833
Hochwasser,09.09.1934,Extremer Gewitterregen in der Innerschweiz,Innerschweiz,47.00731182,8.681007863
Hochwasser,03.08.1934,Starker Gewitterregen im Tessin,Tessin,46.3351913,8.7525902
Sturzflut 1,12.08.1933,Sturzflut bei Stechelberg (BE),Stechelberg,46.5450161,7.9021989
Sturzflut 2,09.07.1933,Sturzflut bei Weggis (LU),Weggis,47.0322545,8.4346408
Sturzflut 1,07.07.1933,Sturzflut bei Olten (SO),Olten,47.3496571,7.903787
Hochwasser,21.06.1933,Starkregen im Tessin und Reusstal (UR),Reusstal,47.4091762,8.283316949
Sturzflut 2,27.09.1932,Starkregen im Centovalli (TI),Centovalli ,46.15545525,8.657803793
Sturzflut 3,22.09.1932,Sturzflut bei Crana-Torricella (TI),Crana-Torricella,46.07374184,8.893509263
Sturzflut 2,20.07.1932,Sturzflut bei Schaffhausen (SH) und Haidenhaus (TG),Schaffhausen ,47.6960491,8.634513
Sturzflut 1,19.07.1932,Sturzflut bei Glovelier (JU),Glovelier (JU),47.3343698,7.2044997
Hochwasser,09.07.1932,Starkregen mit Hochwasser in der Nordostschweiz,Nordostschweiz,47.58507871,9.165618472
Sturzflut 2,29.06.1932,Sturzflut bei Herisau (AR),Herisau,47.38555,9.2787571
Sturzflut 1,28.06.1932,Sturzflut bei Fischenthal (ZH),Fischenthal,47.3333136,8.9225988
Sturzflut 2,05.08.1931,Sturzflut bei Kägiswil (OW),Kägiswil (OW),46.9226842,8.2611528
Sturzflut 2,29.05.1931,Sturzflut im Bigenthal (BE),Bigenthal (BE),46.9668702,7.6250052
Sturzflut 3,29.05.1931,Sturzflut im Surbtal von Bad Zurzach (AG) bis Baden (AG),Bad Zurzach (AG),47.5866477,8.2940658
Hochwasser,20.05.1931,Starkregen im Kanton Zürich,Zürich,47.3744489,8.5410422
Hochwasser,29.11.1930,Starkregen im Tessin,Tessin,46.3351913,8.7525902
Hochwasser,23.07.1930,Starkregen im Tessin,Tessin,46.3351913,8.7525902
Sturzflut 1,06.07.1930,Sturzflut bei Lutry (VD) und Grandvaux (VD),Lutry (VD),46.5032766,6.6867879
Sturzflut 1,01.07.1930,Sturzflut im Simmental (BE),Simmental (BE),46.657719,7.469597
Sturzflut 3,23.06.1930,Sturzflut am Hörnli bei Bauma (ZH),Hörnli,47.3709273,8.9417546
Sturzflut 1,02.06.1930,Sturzflut bei Choindez (JU) und am Bielersee (BE),Choindez (JU),47.32040575,7.380039389
Hochwasser,14.05.1930,Tauwetter und Dauerregen > Hochwasser an Limmat - Töss - Thur,Limmattal,47.42022865,8.383647495
Sturzflut 2,29.04.1930,Sturzflut im Eigenthal (LU),Eigenthal (LU),47.0088291,8.2112182
